vertex ID,cs,positions,phenotype_id
7378,ENSG00000124006.grp_2.contained.ENST00000472388_L1_GTEx.skin_not_sun_exposed_txrev,[219557307],ENSG00000124006
7379,ENSG00000169604.grp_2.contained.ENST00000303714_L1_GTEx.adrenal_gland_txrev,"[69102986, 69104008]",ENSG00000169604
7380,ENSG00000124006.grp_2.contained.ENST00000489804_L1_GTEx.brain_cerebellar_hemisphere_txrev,"[219544979, 219546926, 219547180, 219549297, 219550873, 219550924]",ENSG00000124006
7381,ENSG00000143933.grp_1.contained.ENST00000272298_L1_Lepik_2017.blood_txrev,"[47103194, 47104581, 47105231, 47106417, 47108782, 47111823, 47112503, 47119190, 47119429, 47119950]",ENSG00000143933
7382,ENSG00000035115.grp_2.contained.ENST00000626873_L1_Schmiedel_2018.CD8_T-cell_anti-CD3-CD28_txrev,[242793],ENSG00000035115
7383,ENSG00000171853.grp_1.contained.ENST00000497597_L2_GEUVADIS.LCL_txrev,"[3457099, 3461039]",ENSG00000171853
7384,ENSG00000123992.grp_2.contained.ENST00000490371_L1_GTEx.skin_not_sun_exposed_txrev,"[219375492, 219376957, 219377185, 219391349]",ENSG00000123992
7385,ENSG00000115274.grp_2.contained.ENST00000471577_L1_BrainSeq.brain_txrev,"[74455385, 74462912, 74489013, 74493928, 74511195]",ENSG00000115274
7386,ENSG00000151689.grp_1.contained.ENST00000470892_L1_Quach_2016.monocyte_R848_txrev,[190366777],ENSG00000151689
7387,ENSG00000072163.grp_2.contained.ENST00000324938_L1_GTEx.artery_aorta_txrev,[127648067],ENSG00000072163
7388,ENSG00000068912.grp_1.contained.ENST00000378239_L1_Alasoo_2018.macrophage_IFNg_txrev,"[53741637, 53742734, 53745556]",ENSG00000068912
7389,ENSG00000144115.grp_2.contained.ENST00000419759_L1_TwinsUK.blood_txrev,"[88175234, 88267184, 88284121]",ENSG00000144115
7390,ENSG00000068724.grp_1.contained.ENST00000409245_L1_Schmiedel_2018.monocyte_naive_txrev,"[46997287, 47000412, 47001686, 47003382, 47003591, 47003827, 47004076, 47004390]",ENSG00000068724
7391,ENSG00000240344.grp_1.contained.ENST00000497263_L1_GTEx.colon_sigmoid_txrev,[200877622],ENSG00000240344
7392,ENSG00000152253.grp_2.contained.ENST00000472216_L1_GTEx.pancreas_txrev,"[168852687, 168854794, 168857840, 168858383, 168859176, 168861031, 168881341]",ENSG00000152253
7393,ENSG00000077044.grp_1.contained.ENST00000474488_L1_Schmiedel_2018.NK-cell_naive_txrev,"[233406433, 233429581, 233431353, 233438731, 233445599]",ENSG00000077044
7394,ENSG00000138095.grp_1.contained.ENST00000472420_L1_GTEx.fibroblast_txrev,"[43889697, 43891289, 43892277, 43893551, 43893808, 43911348, 43912058, 43916201]",ENSG00000138095
7395,ENSG00000151689.grp_2.contained.ENST00000470892_L1_GTEx.brain_spinal_cord_txrev,"[190352531, 190354389, 190354888, 190355612, 190359482, 190360026, 190360961, 190366777]",ENSG00000151689
7396,ENSG00000144152.grp_1.contained.ENST00000472377_L1_GTEx.artery_aorta_txrev,"[112117462, 112121167, 112126111, 112126114, 112126116, 112130529, 112141356, 112141861, 112141932]",ENSG00000144152
7397,ENSG00000124006.grp_2.contained.ENST00000462385_L1_GTEx.adipose_visceral_txrev,[219562706],ENSG00000124006
7398,ENSG00000134324.grp_1.contained.ENST00000475286_L1_GTEx.nerve_tibial_txrev,[11784824],ENSG00000134324
7399,ENSG00000067066.grp_1.contained.ENST00000413284_L1_GTEx.nerve_tibial_txrev,"[230464005, 230467564]",ENSG00000067066
7400,ENSG00000115073.grp_1.contained.ENST00000451664_L1_Schwartzentruber_2018.sensory_neuron_txrev,"[97003208, 97055630, 97080789, 97113750, 97139294, 97646864]",ENSG00000115073
7401,ENSG00000123992.grp_2.contained.ENST00000488881_L1_GTEx.artery_tibial_txrev,[219391349],ENSG00000123992
7402,ENSG00000163466.grp_1.contained.ENST00000465395_L1_GEUVADIS.LCL_txrev,"[218217396, 218237609, 218238857, 218248233, 218252759]",ENSG00000163466
7403,ENSG00000125618.grp_2.contained.ENST00000468980_L1_Quach_2016.monocyte_Pam3CSK4_txrev,"[113223445, 113232684, 113232816, 113235223, 113235767, 113235808]",ENSG00000125618
7404,ENSG00000154518.grp_2.contained.ENST00000497075_L1_Lepik_2017.blood_txrev,"[175096011, 175165870, 175178369]",ENSG00000154518
7405,ENSG00000151665.grp_1.contained.ENST00000281382_L1_GTEx.nerve_tibial_txrev,"[46577492, 46578769, 46581104, 46591853]",ENSG00000151665
7406,ENSG00000068024.grp_1.contained.ENST00000460235_L1_GTEx.skin_sun_exposed_txrev,"[239093078, 239094088, 239094707, 239097116, 239098926, 239101030, 239101379]",ENSG00000068024
7407,ENSG00000135899.grp_2.contained.ENST00000489597_L1_BLUEPRINT_PE.T-cell_txrev,"[230171181, 230172603, 230177064, 230177560]",ENSG00000135899
7408,ENSG00000138031.grp_2.contained.ENST00000479517_L2_GTEx.esophagus_muscularis_txrev,"[24687613, 24819331, 24843117]",ENSG00000138031
7409,ENSG00000228784.grp_2.contained.ENST00000449086_L1_Schmiedel_2018.Treg_memory_txrev,[19877098],ENSG00000228784
7410,ENSG00000143933.grp_1.contained.ENST00000272298_L1_Quach_2016.monocyte_naive_txrev,"[47168783, 47171255, 47171925, 47172836, 47179025]",ENSG00000143933
7411,ENSG00000170820.grp_1.contained.ENST00000406846_L1_GTEx.esophagus_muscularis_txrev,[48595242],ENSG00000170820
7412,ENSG00000119185.grp_2.contained.ENST00000464228_L1_BLUEPRINT_SE.monocyte_txrev,"[9408522, 9410592, 9411584, 9412250, 9412254, 9413460, 9414151]",ENSG00000119185
7413,ENSG00000152689.grp_1.contained.ENST00000490150_L1_FUSION.muscle_naive_txrev,"[33529269, 33531453, 33536526, 33536528, 33537192, 33537896]",ENSG00000152689
7414,ENSG00000116117.grp_1.contained.ENST00000415947_L2_GTEx.breast_txrev,[204362562],ENSG00000116117
7415,ENSG00000171132.grp_1.contained.ENST00000467135_L1_Nedelec_2016.macrophage_Listeria_txrev,"[45844464, 45846113, 45846957, 45849406]",ENSG00000171132
7416,ENSG00000067066.grp_1.contained.ENST00000462751_L1_GTEx.blood_txrev,"[230462907, 230462973, 230463141, 230463363, 230463697, 230463711]",ENSG00000067066
7417,ENSG00000123609.grp_1.contained.ENST00000491771_L1_Quach_2016.monocyte_LPS_txrev,"[151277671, 151299049]",ENSG00000123609
7418,ENSG00000198203.grp_1.contained.ENST00000409067_L1_GTEx.esophagus_muscularis_txrev,[108287884],ENSG00000198203
7419,ENSG00000118640.grp_1.contained.ENST00000409760_L2_Nedelec_2016.macrophage_Salmonella_txrev,"[85538814, 85541554]",ENSG00000118640
7420,ENSG00000136682.grp_1.contained.ENST00000492566_L1_Alasoo_2018.macrophage_IFNg+Salmonella_txrev,[113574198],ENSG00000136682
7421,ENSG00000169599.grp_1.contained.ENST00000410022_L1_GTEx.nerve_tibial_txrev,"[69423598, 69509429]",ENSG00000169599
7422,ENSG00000143727.grp_2.contained.ENST00000484125_L1_GTEx.blood_txrev,"[256414, 272051]",ENSG00000143727
7423,ENSG00000151353.grp_2.contained.ENST00000281017_L1_Lepik_2017.blood_txrev,[674963],ENSG00000151353
7424,ENSG00000119185.grp_2.contained.ENST00000360635_L1_GTEx.fibroblast_txrev,"[9408522, 9410317, 9410592, 9411584, 9412250, 9413460, 9414151]",ENSG00000119185
7425,ENSG00000064012.grp_2.contained.ENST00000339403_L1_Quach_2016.monocyte_IAV_txrev,"[201286716, 201288355, 201291331, 201298760, 201300114, 201302928, 201315768, 201319442]",ENSG00000064012
7426,ENSG00000123992.grp_2.contained.ENST00000488051_L1_TwinsUK.fat_txrev,"[219378919, 219380546, 219386078, 219394755, 219395790, 219403015, 219404120]",ENSG00000123992
7427,ENSG00000183091.grp_2.contained.ENST00000489048_L1_BLUEPRINT_SE.monocyte_txrev,"[151688808, 151746978, 151762672, 151786363, 151789847, 151792163, 151808120, 151824746, 151874787]",ENSG00000183091
7428,ENSG00000171853.grp_1.contained.ENST00000382110_L2_GEUVADIS.LCL_txrev,"[3444056, 3447359, 3447736, 3447933]",ENSG00000171853
7429,ENSG00000151689.grp_1.contained.ENST00000470892_L1_GTEx.heart_atrial_appendage_txrev,"[190351383, 190354389, 190354888, 190355612, 190360026, 190366777]",ENSG00000151689
7430,ENSG00000134330.grp_1.contained.ENST00000496603_L1_Quach_2016.monocyte_R848_txrev,"[9487133, 9490115, 9491593]",ENSG00000134330
7431,ENSG00000068724.grp_1.contained.ENST00000496991_L3_Schmiedel_2018.monocyte_naive_txrev,"[47050383, 47050417, 47051176, 47052466, 47052496, 47053172, 47054495]",ENSG00000068724
7432,ENSG00000138030.grp_1.contained.ENST00000469936_L1_BrainSeq.brain_txrev,"[27086811, 27086816, 27087603, 27088876, 27090544, 27090545, 27090547, 27092689, 27094472, 27099978]",ENSG00000138030
7433,ENSG00000151665.grp_2.contained.ENST00000420164_L1_GTEx.muscle_txrev,"[46577492, 46578769, 46578947, 46581104, 46591853]",ENSG00000151665
7434,ENSG00000115274.grp_1.contained.ENST00000471577_L1_GTEx.artery_coronary_txrev,"[74450615, 74513834, 74528651, 74529049]",ENSG00000115274
7435,ENSG00000180902.grp_2.contained.ENST00000436747_L1_GEUVADIS.LCL_txrev,"[241744107, 241748951]",ENSG00000180902
7436,ENSG00000119147.grp_2.contained.ENST00000479337_L1_GTEx.esophagus_muscularis_txrev,[106073280],ENSG00000119147
7437,ENSG00000152689.grp_2.contained.ENST00000468856_L1_GTEx.muscle_txrev,"[33531453, 33536526, 33536528, 33537896, 33559068, 33559304, 33559734]",ENSG00000152689
7438,ENSG00000119729.grp_2.contained.ENST00000494370_L1_Quach_2016.monocyte_LPS_txrev,[46583765],ENSG00000119729
7439,ENSG00000115073.grp_1.contained.ENST00000451664_L1_GTEx.breast_txrev,"[97003208, 97080789, 97226075, 97658891]",ENSG00000115073
7440,ENSG00000067066.grp_2.contained.ENST00000413284_L1_GTEx.nerve_tibial_txrev,"[230464005, 230467564]",ENSG00000067066
7441,ENSG00000115274.grp_1.contained.ENST00000409493_L1_GTEx.breast_txrev,"[74321680, 74412464, 74412510, 74417071, 74437340]",ENSG00000115274
7442,ENSG00000143933.grp_2.contained.ENST00000409563_L1_GTEx.adipose_subcutaneous_txrev,"[47145207, 47203437]",ENSG00000143933
7443,ENSG00000114956.grp_2.contained.ENST00000629438_L1_GTEx.artery_aorta_txrev,[73938926],ENSG00000114956
7444,ENSG00000238062.grp_1.contained.ENST00000457803_L1_GTEx.testis_txrev,"[230987064, 230987371, 230987474, 230990778, 230992361]",ENSG00000238062
7445,ENSG00000115274.grp_1.contained.ENST00000471577_L1_BrainSeq.brain_txrev,"[74455385, 74462912, 74489013, 74493928, 74511195]",ENSG00000115274
7446,ENSG00000124006.grp_2.contained.ENST00000373876_L1_GTEx.nerve_tibial_txrev,[219556734],ENSG00000124006
7447,ENSG00000151689.grp_1.contained.ENST00000470892_L1_FUSION.adipose_naive_txrev,"[190349741, 190351383, 190352531, 190354389, 190355612, 190360026, 190366777]",ENSG00000151689
7448,ENSG00000240344.grp_1.contained.ENST00000497263_L1_FUSION.adipose_naive_txrev,[200877622],ENSG00000240344
7449,ENSG00000042445.grp_1.contained.ENST00000429806_L1_GTEx.brain_cerebellum_txrev,"[85341687, 85345926]",ENSG00000042445
7450,ENSG00000119147.grp_1.contained.ENST00000493478_L1_GTEx.testis_txrev,"[106071000, 106073280]",ENSG00000119147
7451,ENSG00000124380.grp_1.contained.ENST00000244227_L1_GTEx.brain_cortex_txrev,"[69904531, 69904659, 69906278, 69906932, 69914387]",ENSG00000124380
7452,ENSG00000163166.grp_1.contained.ENST00000412979_L1_GTEx.muscle_txrev,"[127243226, 127273673, 127290566, 127299303, 127410868, 127485892, 127539255]",ENSG00000163166
7453,ENSG00000077044.grp_1.contained.ENST00000474488_L1_Quach_2016.monocyte_naive_txrev,"[233438731, 233445599]",ENSG00000077044
7454,ENSG00000157856.grp_1.contained.ENST00000421869_L1_ROSMAP.brain_naive_txrev,"[26412048, 26412503, 26415454, 26416405, 26422728, 26423814, 26424409, 26424661, 26427551, 26441459]",ENSG00000157856
7455,ENSG00000125618.grp_2.contained.ENST00000467778_L1_TwinsUK.LCL_txrev,[113236840],ENSG00000125618
7456,ENSG00000124006.grp_1.contained.ENST00000462385_L1_GTEx.artery_coronary_txrev,[219562706],ENSG00000124006
7457,ENSG00000055332.grp_2.contained.ENST00000395127_L1_GTEx.LCL_txrev,"[37149148, 37152726, 37157219, 37157240]",ENSG00000055332
7458,ENSG00000115274.grp_2.contained.ENST00000233331_L1_GTEx.testis_txrev,"[74528651, 74529049]",ENSG00000115274
7459,ENSG00000115274.grp_2.contained.ENST00000409493_L1_GTEx.muscle_txrev,"[74492783, 74498051, 74498677, 74499633]",ENSG00000115274
7460,ENSG00000072163.grp_1.contained.ENST00000469300_L1_GTEx.esophagus_muscularis_txrev,"[127641317, 127641734]",ENSG00000072163
7461,ENSG00000168395.grp_2.contained.ENST00000482774_L1_Quach_2016.monocyte_R848_txrev,[241820738],ENSG00000168395
7462,ENSG00000198203.grp_2.contained.ENST00000251481_L1_BrainSeq.brain_txrev,"[108287884, 108288592]",ENSG00000198203
7463,ENSG00000123992.grp_1.contained.ENST00000488051_L1_GTEx.artery_tibial_txrev,[219391349],ENSG00000123992
7464,ENSG00000143727.grp_2.contained.ENST00000453390_L1_Lepik_2017.blood_txrev,"[256414, 272051]",ENSG00000143727
7465,ENSG00000124006.grp_2.contained.ENST00000596474_L1_BrainSeq.brain_txrev,"[219554617, 219554947, 219554987, 219555215, 219555451]",ENSG00000124006
7466,ENSG00000119147.grp_1.contained.ENST00000409944_L1_GTEx.brain_nucleus_accumbens_txrev,[106071000],ENSG00000119147
7467,ENSG00000068024.grp_2.contained.ENST00000493582_L1_Quach_2016.monocyte_IAV_txrev,"[239094707, 239096353, 239098926, 239101030]",ENSG00000068024
7468,ENSG00000135919.grp_2.contained.ENST00000473202_L1_Quach_2016.monocyte_IAV_txrev,"[224086849, 224089484]",ENSG00000135919
7469,ENSG00000067066.grp_1.contained.ENST00000466710_L1_GTEx.brain_hippocampus_txrev,"[231017241, 231018632]",ENSG00000067066
7470,ENSG00000162882.grp_1.contained.ENST00000406007_L1_TwinsUK.LCL_txrev,"[42770474, 42772307, 42775489]",ENSG00000162882
7471,ENSG00000072163.grp_2.contained.ENST00000469300_L1_FUSION.muscle_naive_txrev,"[127638101, 127641317, 127641734]",ENSG00000072163
7472,ENSG00000115756.grp_1.contained.ENST00000381765_L1_GTEx.brain_cerebellum_txrev,[10408700],ENSG00000115756
7473,ENSG00000184945.grp_1.contained.ENST00000460527_L1_GTEx.pancreas_txrev,[240682452],ENSG00000184945
7474,ENSG00000183281.grp_2.contained.ENST00000467745_L1_GTEx.artery_tibial_txrev,"[86899541, 86920194, 86943945, 87050079, 87079442]",ENSG00000183281
7475,ENSG00000152689.grp_1.contained.ENST00000482731_L1_GTEx.heart_left_ventricle_txrev,"[33536526, 33536528, 33537896]",ENSG00000152689
7476,ENSG00000144152.grp_1.contained.ENST00000472377_L2_BrainSeq.brain_txrev,"[112176934, 112176951, 112178904, 112181538, 112184073]",ENSG00000144152
7477,ENSG00000189350.grp_2.contained.ENST00000475900_L1_GTEx.brain_cortex_txrev,"[28889986, 28898634, 28919597, 28921003, 28921488, 28957070, 28957257]",ENSG00000189350
7478,ENSG00000152689.grp_1.contained.ENST00000468856_L1_GENCORD.T-cell_txrev,"[33512820, 33514489, 33519891]",ENSG00000152689
7479,ENSG00000035115.grp_2.contained.ENST00000626873_L1_GTEx.brain_frontal_cortex_txrev,[242793],ENSG00000035115
7480,ENSG00000115239.grp_1.contained.ENST00000414369_L1_Quach_2016.monocyte_naive_txrev,"[53760422, 53763395]",ENSG00000115239
7481,ENSG00000072163.grp_2.contained.ENST00000413578_L1_GTEx.stomach_txrev,[127648067],ENSG00000072163
7482,ENSG00000115274.grp_1.contained.ENST00000471577_L1_GTEx.fibroblast_txrev,[74460131],ENSG00000115274
7483,ENSG00000138378.grp_1.contained.ENST00000358470_L1_Quach_2016.monocyte_R848_txrev,[191068557],ENSG00000138378
7484,ENSG00000118640.grp_1.contained.ENST00000432071_L1_GTEx.adipose_subcutaneous_txrev,"[85565261, 85567174, 85567292]",ENSG00000118640
7485,ENSG00000068024.grp_2.contained.ENST00000493582_L1_HipSci.iPSC_txrev,"[239093078, 239094707, 239096353, 239097116, 239098926, 239101030, 239101379]",ENSG00000068024
7486,ENSG00000144115.grp_1.contained.ENST00000419759_L1_Lepik_2017.blood_txrev,"[88153919, 88204912]",ENSG00000144115
7487,ENSG00000124380.grp_1.contained.ENST00000450162_L1_GTEx.muscle_txrev,"[69904531, 69904659, 69906278, 69906932, 69914387]",ENSG00000124380
7488,ENSG00000115756.grp_1.contained.ENST00000419810_L1_Lepik_2017.blood_txrev,"[10425296, 10425746]",ENSG00000115756
7489,ENSG00000138031.grp_2.contained.ENST00000485887_L1_Quach_2016.monocyte_Pam3CSK4_txrev,[24559777],ENSG00000138031
7490,ENSG00000072163.grp_2.contained.ENST00000469300_L1_GTEx.thyroid_txrev,"[127641317, 127641734]",ENSG00000072163
7491,ENSG00000185176.grp_1.contained.ENST00000414322_L1_GTEx.pancreas_txrev,[240683468],ENSG00000185176
7492,ENSG00000180902.grp_1.contained.ENST00000496252_L1_GTEx.lung_txrev,"[241749019, 241749027]",ENSG00000180902
7493,ENSG00000115267.grp_1.contained.ENST00000649979_L1_GTEx.adipose_visceral_txrev,[162567959],ENSG00000115267
7494,ENSG00000151689.grp_1.contained.ENST00000470892_L1_GTEx.prostate_txrev,"[190258124, 190265022, 190359482, 190360961, 190362206, 190362347, 190366777]",ENSG00000151689
7495,ENSG00000138411.grp_2.contained.ENST00000498146_L1_Quach_2016.monocyte_R848_txrev,"[196261622, 196262021, 196263592]",ENSG00000138411
7496,ENSG00000125637.grp_1.contained.ENST00000485525_L1_Lepik_2017.blood_txrev,"[113174854, 113184482, 113185893, 113187878]",ENSG00000125637
7497,ENSG00000088205.grp_1.contained.ENST00000476149_L1_GTEx.nerve_tibial_txrev,"[117795986, 117797571, 117798227, 117799457, 117800229, 117805323, 117805370, 117814895, 117832267]",ENSG00000088205
7498,ENSG00000115107.grp_1.contained.ENST00000393110_L1_GTEx.esophagus_mucosa_txrev,"[119229661, 119229711, 119230150, 119230989, 119231505, 119232020]",ENSG00000115107
7499,ENSG00000163017.grp_1.contained.ENST00000409731_L2_GTEx.artery_tibial_txrev,"[73901264, 73901306]",ENSG00000163017
7500,ENSG00000115594.grp_1.contained.ENST00000430171_L1_BLUEPRINT_SE.neutrophil_txrev,"[102147500, 102148149, 102152913, 102155395, 102156209, 102158695, 102158704]",ENSG00000115594
7501,ENSG00000152284.grp_2.contained.ENST00000494519_L1_Alasoo_2018.macrophage_IFNg+Salmonella_txrev,"[85166991, 85168234, 85172173]",ENSG00000152284
7502,ENSG00000198203.grp_2.contained.ENST00000437390_L1_GTEx.esophagus_gej_txrev,[108287884],ENSG00000198203
7503,ENSG00000124006.grp_1.contained.ENST00000404537_L1_GTEx.minor_salivary_gland_txrev,"[219562625, 219562706]",ENSG00000124006
7504,ENSG00000151665.grp_1.contained.ENST00000420164_L1_GTEx.LCL_txrev,"[46577492, 46578769, 46581104, 46591853]",ENSG00000151665
7505,ENSG00000151665.grp_1.contained.ENST00000420164_L1_HipSci.iPSC_txrev,"[46563858, 46577492, 46578769, 46578947, 46581104]",ENSG00000151665
7506,ENSG00000115073.grp_1.contained.ENST00000451664_L1_GTEx.heart_atrial_appendage_txrev,"[97003208, 97080789, 97226075, 97658891]",ENSG00000115073
7507,ENSG00000115756.grp_2.contained.ENST00000307845_L1_Alasoo_2018.macrophage_naive_txrev,[10408700],ENSG00000115756
7508,ENSG00000152291.grp_2.contained.ENST00000409232_L1_GTEx.heart_atrial_appendage_txrev,"[85312513, 85315941, 85321516, 85322745]",ENSG00000152291
7509,ENSG00000054356.grp_2.contained.ENST00000462351_L1_ROSMAP.brain_naive_txrev,[219295922],ENSG00000054356
7510,ENSG00000172071.grp_1.contained.ENST00000415570_L1_Schmiedel_2018.B-cell_naive_txrev,"[88571114, 88580546, 88595605, 88600365, 88617517, 88625104, 88630218]",ENSG00000172071
7511,ENSG00000030419.grp_2.contained.ENST00000431520_L1_TwinsUK.LCL_txrev,"[213006985, 213011526, 213013140, 213013406, 213016120, 213019237, 213019728, 213021730, 213025508]",ENSG00000030419
7512,ENSG00000125618.grp_2.contained.ENST00000467778_L1_Quach_2016.monocyte_IAV_txrev,"[113221073, 113221363, 113223445, 113232684, 113232816, 113235223, 113235767]",ENSG00000125618
7513,ENSG00000134330.grp_1.contained.ENST00000496603_L1_GEUVADIS.LCL_txrev,[9497883],ENSG00000134330
7514,ENSG00000072163.grp_2.contained.ENST00000426981_L1_GTEx.spleen_txrev,"[127597277, 127603232, 127641317, 127641734]",ENSG00000072163
7515,ENSG00000134324.grp_1.contained.ENST00000475286_L1_Schwartzentruber_2018.sensory_neuron_txrev,"[11784824, 11787397, 11789273, 11792047, 11792209, 11796672]",ENSG00000134324
7516,ENSG00000124380.grp_2.contained.ENST00000450162_L2_GTEx.brain_anterior_cingulate_cortex_txrev,"[70357442, 70426485, 70521201, 70723842, 70728059, 70794827]",ENSG00000124380
7517,ENSG00000151665.grp_2.contained.ENST00000281382_L1_GTEx.thyroid_txrev,"[46577492, 46581104, 46591853]",ENSG00000151665
7518,ENSG00000115594.grp_2.contained.ENST00000430171_L1_GTEx.nerve_tibial_txrev,"[102156209, 102158695, 102158704]",ENSG00000115594
7519,ENSG00000151665.grp_1.contained.ENST00000482786_L1_GEUVADIS.LCL_txrev,"[46577492, 46578769, 46591853]",ENSG00000151665
7520,ENSG00000143727.grp_2.contained.ENST00000463831_L1_GTEx.small_intestine_txrev,[662275],ENSG00000143727
7521,ENSG00000068024.grp_1.contained.ENST00000493582_L1_GTEx.spleen_txrev,"[239093078, 239094707, 239097116, 239098926, 239101030]",ENSG00000068024
7522,ENSG00000124006.grp_1.contained.ENST00000462385_L1_GTEx.liver_txrev,"[219562625, 219562706]",ENSG00000124006
7523,ENSG00000035115.grp_2.contained.ENST00000454318_L1_ROSMAP.brain_naive_txrev,[242793],ENSG00000035115
7524,ENSG00000144115.grp_1.contained.ENST00000377254_L1_GTEx.adrenal_gland_txrev,"[88184590, 88187909, 88201142, 88203796, 88223685, 88225412]",ENSG00000144115
7525,ENSG00000135924.grp_2.contained.ENST00000485220_L1_GTEx.muscle_txrev,"[219273686, 219279688, 219281238, 219281474, 219281680]",ENSG00000135924
7526,ENSG00000144120.grp_2.contained.ENST00000424086_L1_GTEx.nerve_tibial_txrev,"[119659211, 119664095, 119664371, 119665954, 119673698, 119674583, 119675043]",ENSG00000144120
7527,ENSG00000115107.grp_2.contained.ENST00000393106_L1_GTEx.muscle_txrev,"[119229389, 119229661, 119230989, 119231494, 119232020, 119232060]",ENSG00000115107
7528,ENSG00000152527.grp_1.contained.ENST00000405000_L1_GTEx.esophagus_muscularis_txrev,"[43715334, 43715830, 43715919, 43715977]",ENSG00000152527
7529,ENSG00000143727.grp_2.contained.ENST00000272065_L1_GENCORD.T-cell_txrev,"[256414, 272051]",ENSG00000143727
7530,ENSG00000119147.grp_2.contained.ENST00000409944_L1_GTEx.esophagus_mucosa_txrev,"[106071000, 106073280]",ENSG00000119147
7531,ENSG00000155368.grp_2.contained.ENST00000542275_L2_Quach_2016.monocyte_LPS_txrev,"[119367453, 119368360, 119381498, 119395089, 119397723]",ENSG00000155368
7532,ENSG00000151353.grp_2.contained.ENST00000432667_L1_GENCORD.fibroblast_txrev,"[671939, 674963, 676177]",ENSG00000151353
7533,ENSG00000123992.grp_2.contained.ENST00000488881_L1_GTEx.thyroid_txrev,"[219375492, 219376957, 219377185, 219391349]",ENSG00000123992
7534,ENSG00000151353.grp_2.contained.ENST00000281017_L1_GTEx.uterus_txrev,"[674963, 676177]",ENSG00000151353
7535,ENSG00000072163.grp_2.contained.ENST00000413578_L1_TwinsUK.skin_txrev,[127648067],ENSG00000072163
7536,ENSG00000018280.grp_1.contained.ENST00000490872_L1_Quach_2016.monocyte_LPS_txrev,"[218206941, 218211101, 218242564, 218242644, 218250640, 218256354, 218347237, 218392106]",ENSG00000018280
7537,ENSG00000115073.grp_1.contained.ENST00000289228_L1_GENCORD.LCL_txrev,"[97055630, 97080789, 97113750, 97139294, 97646864, 97658891, 97739212]",ENSG00000115073
7538,ENSG00000240344.grp_1.contained.ENST00000497263_L1_ROSMAP.brain_naive_txrev,"[200877622, 200889340]",ENSG00000240344
7539,ENSG00000035115.grp_2.contained.ENST00000454318_L1_GTEx.colon_sigmoid_txrev,[242793],ENSG00000035115
7540,ENSG00000144579.grp_1.contained.ENST00000494067_L1_BLUEPRINT_SE.neutrophil_txrev,[218401700],ENSG00000144579
7541,ENSG00000152291.grp_2.contained.ENST00000409232_L1_GENCORD.T-cell_txrev,"[85312513, 85315941, 85321516, 85322745]",ENSG00000152291
7542,ENSG00000123992.grp_2.contained.ENST00000488051_L1_GTEx.colon_sigmoid_txrev,[219391349],ENSG00000123992
7543,ENSG00000064012.grp_2.contained.ENST00000339403_L1_BrainSeq.brain_txrev,"[201279205, 201286440, 201288502, 201288961, 201289197, 201296039, 201300483, 201311301, 201311571, 201316524]",ENSG00000064012
7544,ENSG00000151353.grp_2.contained.ENST00000432667_L1_GTEx.pancreas_txrev,"[671939, 674963]",ENSG00000151353
7545,ENSG00000035141.grp_1.contained.ENST00000037869_L1_GTEx.nerve_tibial_txrev,"[70301469, 70310580]",ENSG00000035141
7546,ENSG00000171853.grp_2.contained.ENST00000469400_L1_GTEx.heart_left_ventricle_txrev,"[3468367, 3472463, 3472651]",ENSG00000171853
7547,ENSG00000115392.grp_2.contained.ENST00000427708_L1_GTEx.fibroblast_txrev,"[58465034, 58567104]",ENSG00000115392
7548,ENSG00000006607.grp_1.contained.ENST00000473082_L1_GTEx.nerve_tibial_txrev,"[241375608, 241405280, 241474676]",ENSG00000006607
7549,ENSG00000118004.grp_1.contained.ENST00000382062_L1_GTEx.nerve_tibial_txrev,"[3577209, 3580793]",ENSG00000118004
7550,ENSG00000072163.grp_2.contained.ENST00000413578_L2_GTEx.adrenal_gland_txrev,"[127647251, 127647285, 127649372, 127649600]",ENSG00000072163
7551,ENSG00000115919.grp_2.contained.ENST00000409512_L1_Quach_2016.monocyte_R848_txrev,"[142880449, 142881397]",ENSG00000115919
7552,ENSG00000124006.grp_2.contained.ENST00000472388_L1_GTEx.brain_cerebellum_txrev,"[219537943, 219543196, 219545466, 219556734, 219557307, 219559047]",ENSG00000124006
7553,ENSG00000168758.grp_1.contained.ENST00000482925_L1_GTEx.adipose_subcutaneous_txrev,"[95881448, 96414033, 96499345, 96756584, 96872883, 96886187, 97663552]",ENSG00000168758
7554,ENSG00000068724.grp_2.contained.ENST00000496991_L1_GTEx.nerve_tibial_txrev,[47048754],ENSG00000068724
7555,ENSG00000151353.grp_2.contained.ENST00000281017_L2_GTEx.testis_txrev,"[692267, 710027]",ENSG00000151353
7556,ENSG00000115239.grp_1.contained.ENST00000414369_L1_GTEx.lung_txrev,"[53730999, 53768543]",ENSG00000115239
7557,ENSG00000114956.grp_2.contained.ENST00000264093_L2_TwinsUK.LCL_txrev,"[73971111, 73971119, 73971828, 73973229, 73973504, 73973561, 73975153, 73975257]",ENSG00000114956
7558,ENSG00000072163.grp_2.contained.ENST00000413578_L1_GTEx.skin_sun_exposed_txrev,[127648067],ENSG00000072163
